publication_id,publication_datetime
13079,2022-04-11 13:51
13080,2022-04-25 15:50
13081,2022-04-11 10:51
13082,2022-04-11 09:00
13083,2022-04-11 08:57
13084,2022-04-11 08:56
13085,2022-04-11 08:55
13086,2022-04-11 08:47
13087,2022-04-09 22:56
13088,2022-04-09 20:02
13089,2022-04-09 07:43
13090,2022-04-08 22:47
13091,2022-04-25 15:50
13092,2022-04-08 16:49
13093,2022-04-08 11:21
13094,2022-04-08 09:33
13095,2022-04-07 17:25
13096,2022-04-07 13:56
13097,2022-04-07 13:48
13098,2022-04-07 12:10
13099,2022-04-07 09:27
13100,2022-04-06 14:37
13101,2022-04-06 12:59
13102,2022-04-25 15:50
13103,2022-04-06 06:49
13104,2022-04-05 15:29
13105,2022-04-05 12:54
13106,2022-04-05 12:53
13107,2022-04-05 12:50
13108,2022-04-05 12:49
13109,2022-04-05 11:53
13110,2022-04-05 11:46
13111,2022-04-05 11:45
13112,2022-04-05 11:43
13113,2022-04-25 15:50
13114,2022-04-05 10:50
13115,2022-04-05 10:32
13116,2022-04-05 10:04
13117,2022-04-05 08:13
13118,2022-04-05 04:35
13119,2022-04-05 01:51
13120,2022-04-04 09:23
13121,2022-04-04 09:21
13122,2022-04-04 02:27
13123,2022-04-02 12:09
13124,2022-04-25 15:50
13125,2022-04-01 17:01
13126,2022-04-01 16:58
13127,2022-04-01 16:45
13128,2022-04-01 15:55
13129,2022-04-01 10:24
13130,2022-04-01 10:23
13131,2022-03-31 18:54
13132,2022-03-31 17:08
13133,2022-03-31 15:06
13134,2022-03-31 15:00
13135,2022-04-25 15:50
13136,2022-03-31 11:19
13137,2022-03-31 11:15
13138,2022-03-31 01:17
13139,2022-03-30 16:40
13140,2022-03-30 14:50
13141,2022-03-29 15:56
13142,2022-03-29 15:14
13143,2022-03-29 13:07
13144,2022-03-29 13:06
13145,2022-03-29 12:53
13146,2022-04-25 15:50
13147,2022-03-29 12:52
13148,2022-03-29 12:47
13149,2022-03-29 12:45
13150,2022-03-29 12:40
13151,2022-03-26 14:32
13152,2022-03-26 12:16
13153,2022-03-26 11:09
13154,2022-03-25 22:19
13155,2022-03-25 17:20
13156,2022-03-25 17:00
13157,2022-04-25 15:50
13158,2022-03-25 15:25
13159,2022-03-25 12:11
13160,2022-03-25 12:10
13161,2022-03-25 09:13
13162,2022-03-24 23:05
13163,2022-03-24 19:57 
13164,2022-03-24 18:45
13165,2022-03-24 18:29
13166,2022-03-24 16:51
13167,2022-03-24 13:01
13168,2022-04-25 15:50
13169,2022-03-24 11:03
13170,2022-03-24 09:22
13171,2022-03-23 21:15
13172,2022-03-23 16:46
13173,2022-03-23 16:38
13174,2022-03-23 16:29
13175,2022-03-23 09:15
13176,2022-03-21 06:18
13177,2022-03-20 18:44
13178,2022-03-18 12:43
13179,2022-04-25 15:50
13180,2022-03-18 12:06
13181,2022-03-18 11:33
13182,2022-03-18 10:52
13183,2022-03-17 13:18
13184,2022-03-17 12:19
13185,2022-03-16 14:51
13186,2022-03-16 14:12
13187,2022-03-16 12:47
13188,2022-03-15 10:24 
13189,2022-03-13 19:41
13190,2022-04-25 15:50
13191,2022-03-10 22:29
13192,2022-03-10 14:13
13193,2022-03-10 12:43
13194,2022-03-10 05:03
13195,2022-03-08 13:29
13196,2022-03-08 09:58
13197,2022-03-08 09:50
13198,2022-03-08 08:37
13199,2022-03-07 23:30
13200,2022-03-07 14:42
13201,2022-04-25 15:50
13202,2022-03-07 12:31
13203,2022-03-07 09:42
13204,2022-03-07 08:31
13205,2022-03-06 17:48
13206,2022-03-06 17:44
13207,2022-03-05 21:18
13208,2022-03-05 12:29
13209,2022-03-04 18:20
13210,2022-03-04 15:48
13211,2022-03-04 13:39
13212,2022-04-25 15:50
13213,2022-03-04 13:11
13214,2022-03-04 13:10
13215,2022-03-04 11:16
13216,2022-03-03 08:05
13217,2022-03-02 14:01
13218,2022-03-02 13:40
13219,2022-03-02 12:59
13220,2022-03-02 12:58
13221,2022-03-02 12:55
13222,2022-03-01 23:30
13223,2022-04-25 15:50
13224,2022-03-01 15:18
13225,2022-03-01 12:48
13226,2022-02-28 22:05
13227,2022-02-28 18:55
13228,2022-02-28 17:04
13229,2022-02-28 14:29
13230,2022-02-28 13:47
13231,2022-02-28 13:27
13232,2022-02-27 15:43
13233,2022-02-25 16:03
13234,2022-04-25 15:50
13235,2022-02-25 15:51
13236,2022-02-25 14:10
13237,2022-02-25 09:26
13238,2022-02-24 17:46
13239,2022-02-24 09:51
13240,2022-02-23 16:38
13241,2022-02-22 16:51
13242,2022-02-22 15:09
13243,2022-02-22 11:51
13244,2022-02-22 11:27
13245,2022-04-25 15:50
13246,2022-02-22 08:52
13247,2022-02-21 14:41
13248,2022-02-21 13:55
13249,2022-02-21 13:50
13250,2022-02-20 11:41
13251,2022-02-20 07:25
13252,2022-02-18 21:57
13253,2022-02-18 11:45
13254,2022-02-18 10:39
13255,2022-02-17 09:25
13256,2022-04-25 15:50
13257,2022-02-15 21:34
13258,2022-02-15 21:12
13259,2022-02-15 20:19
13260,2022-02-15 17:33
13261,2022-02-15 17:30
13262,2022-02-15 12:40
13263,2022-02-15 08:50
13264,2022-02-14 16:13
13265,2022-02-14 12:46
13266,2022-02-14 09:31
13267,2022-04-25 15:50
13268,2022-02-12 19:17
13269,2022-02-12 16:21
13270,2022-02-12 07:35
13271,2022-02-12 07:31
13272,2022-02-11 20:57
13273,2022-02-11 16:55
13274,2022-02-11 11:13
13275,2022-02-11 10:59
13276,2022-02-11 09:27
13277,2022-02-10 12:14
13278,2022-04-25 15:50
13279,2022-02-10 12:08
13280,2022-02-10 00:20
13281,2022-02-09 17:02
13282,2022-02-09 14:36
13283,2022-02-08 19:59
13284,2022-02-08 15:27
13285,2022-02-08 11:24
13286,2022-02-08 10:40
13287,2022-02-08 10:20
13288,2022-02-04 11:14
13289,2022-04-25 15:50
13290,2022-02-03 12:11
13291,2022-02-01 22:57
13292,2022-02-01 17:25
13293,2022-02-01 16:52
13294,2022-02-01 09:36
13295,2022-01-29 17:04
13296,2022-01-29 17:01
13297,2022-01-29 16:58
13298,2022-01-29 16:56
13299,2022-01-29 16:52
13300,2022-04-25 15:50
13301,2022-01-29 16:37
13302,2022-01-29 16:30
13303,2022-01-29 16:23
13304,2022-01-28 17:03
13305,2022-01-28 15:38
13306,2022-01-28 12:51
13307,2022-01-28 12:48
13308,2022-01-27 10:48
13309,2022-01-26 10:14
13310,2022-01-25 14:58
13311,2022-04-25 15:50
13312,2022-01-23 12:38
13313,2022-01-21 09:44
13314,2022-01-20 15:39
13315,2022-01-19 12:18
13316,2022-01-19 10:58
13317,2022-01-18 09:54
13318,2022-01-16 17:50
13319,2022-01-14 10:28
13320,2022-01-14 10:19
13321,2022-01-13 16:53
13322,2022-04-25 15:50
13323,2022-01-12 22:54
13324,2022-01-12 15:30
13325,2022-01-12 09:58
13326,2022-01-12 09:56
13327,2022-01-12 09:52
13328,2022-01-05 11:18
13329,2022-01-04 19:35
13330,2022-01-04 17:35
13331,2022-01-04 14:23
13332,2022-01-02 22:46
13333,2022-04-25 15:50
13334,2022-01-02 22:42
13335,2022-01-01 13:59
13336,2021-12-30 14:09
13337,2021-12-30 13:54
13338,2021-12-30 13:48
13339,2021-12-30 13:15
13340,2021-12-29 12:49
13341,2021-12-29 02:06
13342,2021-12-28 15:39
13343,2021-12-28 11:25
13344,2022-04-25 15:50
13345,2021-12-28 11:16
13346,2021-12-27 09:40
13347,2021-12-24 11:59
13348,2021-12-23 06:13
13349,2021-12-23 05:58
13350,2021-12-22 21:05
13351,2021-12-22 21:03
13352,2021-12-22 21:03
13353,2021-12-21 14:26
13354,2021-12-20 09:49
13355,2022-04-25 15:50
13356,2021-12-19 09:16
13357,2021-12-19 09:13
13358,2021-12-14 01:06
13359,2021-12-13 11:39
13360,2021-12-13 08:47
13361,2021-12-12 18:45
13362,2021-12-09 10:43
13363,2021-12-07 11:31
13364,2021-12-07 09:54
13365,2021-12-06 21:51
13366,2022-04-25 15:50
13367,2021-12-03 18:47
13368,2021-11-26 13:12
13369,2021-11-26 13:12
13370,2021-11-26 09:25
13371,2021-11-26 08:58
13372,2021-11-26 08:58
13373,2021-11-24 11:50
13374,2021-11-23 09:44
13375,2021-11-23 09:44
13376,2021-11-23 09:43
13377,2022-04-25 15:50
13378,2021-11-19 16:47
13379,2021-11-16 12:11
13380,2021-11-16 11:03
13381,2021-11-15 14:12
13382,2021-11-14 09:48
13383,2021-11-12 08:41
13384,2021-11-11 16:46
13385,2021-11-11 12:21
13386,2021-11-10 12:01
13387,2021-11-06 12:30
13388,2022-04-25 15:50
13389,2021-11-04 09:45
13390,2021-11-03 11:34
13391,2021-11-03 09:29
13392,2021-11-02 15:49
13393,2021-11-02 14:16
13394,2021-11-02 13:19
13395,2021-11-01 16:58
13396,2021-10-28 08:40
13397,2021-10-27 12:59
13398,2021-10-27 11:42
13399,2022-04-25 15:50
13400,2021-10-26 23:03
13401,2021-10-25 20:12
13402,2021-10-22 12:27
13403,2021-10-21 12:37
13404,2021-10-17 20:05
13405,2021-10-16 01:55
13406,2021-10-13 16:26
13407,2021-10-11 10:52
13408,2021-10-10 23:39
13409,2021-10-08 15:37
13410,2022-04-25 15:50
13411,2021-10-07 11:25
13412,2021-10-07 11:25
13413,2021-10-07 09:43
13414,2021-10-05 13:16
13415,2021-10-05 08:47
13416,2021-10-04 14:42
13417,2021-09-30 18:14
13418,2021-09-21 11:52
13419,2021-09-13 15:42
13420,2021-09-07 16:39
13421,2022-04-25 15:50
13422,2021-09-06 12:44
13423,2021-09-06 12:43
13424,2021-09-06 12:41
13425,2021-09-01 20:19
13426,2021-08-13 20:04
13427,2021-08-04 14:09
13428,2021-07-27 15:00
13429,2021-06-07 00:47
13430,2021-05-27 08:32
13431,2022-04-27 07:52
13432,2022-04-27 08:01
13433,2022-04-27 08:00
13434,2022-04-27 07:53
13435,2022-04-27 07:52
13436,2022-04-26 21:03
13437,2022-04-26 15:42
13438,2022-04-26 10:25
13439,2022-04-25 23:03
13440,2022-04-25 17:23
13441,2022-04-25 17:22
13442,2022-04-27 07:52
13443,2022-04-25 17:20
13444,2022-04-25 17:18
13445,2022-04-25 17:17
13446,2022-04-25 16:46
13447,2022-04-25 15:52
13448,2022-04-25 09:49
13449,2022-04-25 05:20
13450,2022-04-24 12:06
13451,2022-04-23 17:04
13452,2022-04-23 14:07
13453,2022-04-27 07:52
13454,2022-04-23 11:26
13455,2022-04-23 09:58
13456,2022-04-22 22:39
13457,2022-04-22 19:11
13458,2022-04-22 14:12
13459,2022-04-22 12:21
13460,2022-04-22 10:19
13461,2022-04-21 22:21
13462,2022-04-21 20:46
13463,2022-04-21 16:56
13464,2022-04-27 07:52
13465,2022-04-21 16:14
13466,2022-04-21 07:59
13467,2022-04-27 11:37
13468,2022-04-27 09:04
13469,2022-04-27 06:42
13470,2022-04-27 06:37
13471,2022-04-27 06:33
13472,2022-04-26 14:36
13473,2022-04-26 08:53
13474,2022-04-25 17:53
13475,2022-04-27 07:52
13476,2022-04-25 17:48
13477,2022-04-25 14:53
13478,2022-04-24 18:49
13479,2022-04-22 16:03
13480,2022-04-22 15:44
13481,2022-04-22 15:24
13482,2022-04-22 14:06
13483,2022-04-22 10:56
13484,2022-04-22 10:55
13485,2022-04-22 10:51
13486,2022-04-27 07:52
13487,2022-04-22 10:16
13488,2022-04-22 09:56
13489,2022-04-22 09:19
13490,2022-04-22 08:51
13491,2022-04-22 08:30
13492,2022-04-21 15:48
13493,2022-04-21 13:40
13494,2022-04-21 10:02
13495,2022-04-21 10:00
13496,2022-04-21 09:55
13497,2022-04-27 07:52
13498,2022-04-21 09:21
13499,2022-04-21 09:16
13500,2022-04-21 09:14
13501,2022-04-21 08:41
13502,2022-04-27 21:55
13503,2022-04-27 21:23
13504,2022-04-27 11:02
13505,2022-04-27 09:52
13506,2022-04-27 09:14
13507,2022-04-12 14:13
13508,2022-04-27 07:52
13509,2022-04-12 14:10
13510,2022-04-12 05:17
13511,2022-04-11 13:51
13512,2022-04-11 10:51
13513,2022-04-11 09:00
13514,2022-04-11 08:57
13515,2022-04-11 08:56
13516,2022-04-11 08:55
13517,2022-04-11 08:47
13518,2022-04-09 22:56
13519,2022-04-27 07:52
13520,2022-04-09 20:02
13521,2022-04-09 07:43
13522,2022-04-08 22:47
13523,2022-04-08 16:49
13524,2022-04-08 11:21
13525,2022-04-08 09:33
13526,2022-04-07 17:25
13527,2022-04-07 13:56
13528,2022-04-07 13:48
13529,2022-04-07 12:10
13530,2022-04-27 07:52
13531,2022-04-07 09:27
13532,2022-04-06 12:59
13533,2022-04-06 06:49
13534,2022-04-05 15:29
13535,2022-04-05 12:54
13536,2022-04-05 12:53
13537,2022-04-05 12:50
13538,2022-04-05 12:49
13539,2022-04-05 11:53
13540,2022-04-05 11:46
13541,2022-04-27 07:52
13542,2022-04-05 11:45
13543,2022-04-05 11:43
13544,2022-04-05 10:50
13545,2022-04-05 10:32
13546,2022-04-05 10:04
13547,2022-04-05 08:13
13548,2022-04-05 04:35
13549,2022-04-05 01:51
13550,2022-04-04 09:23
13551,2022-04-04 09:21
13552,2022-04-27 07:52
13553,2022-04-04 02:27
13554,2022-04-02 12:09
13555,2022-04-01 17:01
13556,2022-04-01 16:58
13557,2022-04-01 16:45
13558,2022-04-01 15:55
13559,2022-04-01 10:24
13560,2022-04-01 10:23
13561,2022-03-31 18:54
13562,2022-03-31 17:08
13563,2022-04-27 07:52
13564,2022-03-31 15:06
13565,2022-03-31 15:00
13566,2022-03-31 11:19
13567,2022-03-31 11:15
13568,2022-03-31 01:17
13569,2022-03-30 16:40
13570,2022-03-30 14:50
13571,2022-03-29 15:56
13572,2022-03-29 15:14
13573,2022-03-29 13:07
13574,2022-04-27 07:52
13575,2022-03-29 13:06
13576,2022-03-29 12:53
13577,2022-03-29 12:52
13578,2022-03-29 12:47
13579,2022-03-29 12:45
13580,2022-03-29 12:40
13581,2022-03-26 14:32
13582,2022-03-26 12:16
13583,2022-03-26 11:09
13584,2022-03-25 22:19
13585,2022-04-27 07:52
13586,2022-03-25 17:20
13587,2022-03-25 17:00
13588,2022-03-25 15:25
13589,2022-03-25 12:11
13590,2022-03-25 12:10
13591,2022-03-25 09:13
13592,2022-03-24 23:05
13593,2022-03-24 19:57
13594,2022-03-24 18:45
13595,2022-03-24 18:29
13596,2022-04-27 07:52
13597,2022-03-24 13:01
13598,2022-03-24 11:03
13599,2022-03-24 09:22
13600,2022-03-23 21:15
13601,2022-03-23 16:46
13602,2022-03-23 16:38
13603,2022-03-23 16:29
13604,2022-03-23 09:15
13605,2022-03-21 06:18
13606,2022-03-20 18:44
13607,2022-04-27 07:52
13608,2022-03-18 12:43
13609,2022-03-18 12:06
13610,2022-03-18 11:33
13611,2022-03-18 10:52
13612,2022-03-17 13:18
13613,2022-03-17 12:19
13614,2022-03-16 14:51
13615,2022-03-16 14:12
13616,2022-03-16 12:47
13617,2022-03-15 10:24
13618,2022-04-27 07:52
13619,2022-03-13 19:41
13620,2022-03-10 22:29
13621,2022-03-10 14:13
13622,2022-03-10 12:43
13623,2022-03-10 05:03
13624,2022-03-08 13:29
13625,2022-03-08 09:58
13626,2022-03-08 09:50
13627,2022-03-08 08:37
13628,2022-03-07 23:30
13629,2022-04-27 07:52
13630,2022-03-07 14:42
13631,2022-03-07 12:31
13632,2022-03-07 09:42
13633,2022-03-07 08:31
13634,2022-03-06 17:48
13635,2022-03-06 17:44
13636,2022-03-05 21:18
13637,2022-03-05 12:29
13638,2022-03-04 18:20
13639,2022-03-04 15:48
13640,2022-04-27 07:52
13641,2022-03-04 13:39
13642,2022-03-04 13:11
13643,2022-03-04 13:10
13644,2022-03-04 11:16
13645,2022-03-03 08:05
13646,2022-03-02 14:01
13647,2022-03-02 13:40
13648,2022-03-02 12:59
13649,2022-03-02 12:58
13650,2022-03-02 12:55
13651,2022-04-27 07:52
13652,2022-03-01 23:30
13653,2022-03-01 15:18
13654,2022-03-01 12:48
13655,2022-02-28 22:05
13656,2022-02-28 18:55
13657,2022-02-28 17:04
13658,2022-02-28 14:29
13659,2022-02-28 13:47
13660,2022-02-28 13:27
13661,2022-02-27 15:43
13662,2022-04-27 07:52
13663,2022-02-25 16:03
13664,2022-02-25 15:51
13665,2022-02-25 14:10
13666,2022-02-25 09:26
13667,2022-02-24 17:46
13668,2022-02-24 09:51
13669,2022-02-23 16:38
13670,2022-02-22 16:51
13671,2022-02-22 15:09
13672,2022-02-22 11:51
13673,2022-04-27 07:52
13674,2022-02-22 11:27
13675,2022-02-22 08:52
13676,2022-02-21 14:41
13677,2022-02-21 13:55
13678,2022-02-21 13:50
13679,2022-02-20 11:41
13680,2022-02-20 07:25
13681,2022-02-18 21:57
13682,2022-02-18 11:45
13683,2022-02-18 10:39
13684,2022-04-27 07:52
13685,2022-02-17 09:25
13686,2022-02-15 21:34
13687,2022-02-15 21:12
13688,2022-02-15 20:19
13689,2022-02-15 17:33
13690,2022-02-15 17:30
13691,2022-02-15 12:40
13692,2022-02-15 08:50
13693,2022-02-14 16:13
13694,2022-02-14 12:46
13695,2022-04-27 07:52
13696,2022-02-14 09:31
13697,2022-02-12 19:17
13698,2022-02-12 16:21
13699,2022-02-12 07:35
13700,2022-02-12 07:31
13701,2022-02-11 20:57
13702,2022-02-11 16:55
13703,2022-02-11 11:13
13704,2022-02-11 10:59
13705,2022-02-11 09:27
13706,2022-04-27 07:52
13707,2022-02-10 12:14
13708,2022-02-10 12:08
13709,2022-02-10 00:20
13710,2022-02-09 17:02
13711,2022-02-09 14:36
13712,2022-02-08 19:59
13713,2022-02-08 15:27
13714,2022-02-08 11:24
13715,2022-02-08 10:40
13716,2022-02-08 10:20
13717,2022-04-27 07:52
13718,2022-02-04 11:14
13719,2022-02-03 12:11
13720,2022-02-01 22:57
13721,2022-02-01 17:25
13722,2022-02-01 16:52
13723,2022-02-01 09:36
13724,2022-01-29 17:04
13725,2022-01-29 17:01
13726,2022-01-29 16:58
13727,2022-01-29 16:56
13728,2022-04-27 07:52
13729,2022-01-29 16:52
13730,2022-01-29 16:37
13731,2022-01-29 16:30
13732,2022-01-29 16:23
13733,2022-01-28 17:03
13734,2022-01-28 15:38
13735,2022-01-28 12:51
13736,2022-01-28 12:48
13737,2022-01-27 10:48
13738,2022-01-26 10:14
13739,2022-04-27 07:52
13740,2022-01-25 14:58
13741,2022-01-23 12:38
13742,2022-01-21 09:44
13743,2022-01-20 15:39
13744,2022-01-19 12:18
13745,2022-01-19 10:58
13746,2022-01-18 09:54
13747,2022-01-16 17:50
13748,2022-01-14 10:28
13749,2022-01-14 10:19
13750,2022-04-27 07:52
13751,2022-01-13 16:53
13752,2022-01-12 22:54
13753,2022-01-12 15:30
13754,2022-01-12 09:58
13755,2022-01-12 09:56
13756,2022-01-12 09:52
13757,2022-01-05 11:18
13758,2022-01-04 19:35
13759,2022-01-04 17:35
13760,2022-01-04 14:23
13761,2022-04-27 07:52
13762,2022-01-02 22:46
13763,2022-01-02 22:42
13764,2022-01-01 13:59
13765,2021-12-30 14:09
13766,2021-12-30 13:54
13767,2021-12-30 13:48
13768,2021-12-30 13:15
13769,2021-12-29 12:49
13770,2021-12-29 02:06
13771,2021-12-28 15:39
13772,2022-04-27 07:52
13773,2021-12-28 11:25
13774,2021-12-28 11:16
13775,2021-12-24 11:59
13776,2021-12-23 06:13
13777,2021-12-23 05:58
13778,2021-12-22 21:05
13779,2021-12-22 21:03
13780,2021-12-22 21:03
13781,2021-12-21 14:26
13782,2021-12-20 09:49
13783,2022-04-27 07:52
13784,2021-12-19 09:16
13785,2021-12-19 09:13
13786,2021-12-14 01:06
13787,2021-12-13 11:39
13788,2021-12-13 08:47
13789,2021-12-12 18:45
13790,2021-12-09 10:43
13791,2021-12-07 11:31
13792,2021-12-07 09:54
13793,2021-12-06 21:51
13794,2022-04-27 07:52
13795,2021-12-03 18:47
13796,2021-11-26 13:12
13797,2021-11-26 13:12
13798,2021-11-26 09:25
13799,2021-11-26 08:58
13800,2021-11-26 08:58
13801,2021-11-24 11:50
13802,2021-11-23 09:44
13803,2021-11-23 09:44
13804,2021-11-23 09:43
13805,2022-04-27 07:52
13806,2021-11-19 16:47
13807,2021-11-16 12:11
13808,2021-11-16 11:03
13809,2021-11-15 14:12
13810,2021-11-14 09:48
13811,2021-11-12 08:41
13812,2021-11-11 16:46
13813,2021-11-11 12:21
13814,2021-11-10 12:01
13815,2021-11-06 12:30
13816,2022-04-27 07:52
13817,2021-11-04 09:45
13818,2021-11-03 11:34
13819,2021-11-03 09:29
13820,2021-11-02 15:49
13821,2021-11-02 14:16
13822,2021-11-02 13:19
13823,2021-11-01 16:58
13824,2021-10-28 08:40
13825,2021-10-27 12:59
13826,2021-10-27 11:42
13827,2022-04-27 07:52
13828,2021-10-26 23:03
13829,2021-10-25 20:12
13830,2021-10-22 12:27
13831,2021-10-21 12:37
13832,2021-10-17 20:05
13833,2021-10-16 01:55
13834,2021-10-13 16:26
13835,2021-10-11 10:52
13836,2021-10-10 23:39
13837,2021-10-08 15:37
13838,2022-04-27 07:52
13839,2021-10-07 11:25
13840,2021-10-07 11:25
13841,2021-10-07 09:43
13842,2021-10-05 13:16
13843,2021-10-05 08:47
13844,2021-10-04 14:42
13845,2021-09-30 18:14
13846,2021-09-21 11:52
13847,2021-09-13 15:42
13848,2021-09-07 16:39
13849,2022-04-27 07:52
13850,2021-09-06 12:44
13851,2021-09-06 12:43
13852,2021-09-06 12:41
13853,2021-09-01 20:19
13854,2021-08-13 20:04
13855,2021-08-04 14:09
13856,2021-07-27 15:00
13857,2021-06-07 00:47
13858,2021-05-27 08:32
13859,2022-04-27 12:04
13860,2022-04-28 07:38
13861,2022-04-27 12:04
13862,2022-04-27 11:41
13863,2022-04-27 08:01
13864,2022-04-27 08:00
13865,2022-04-27 07:53
13866,2022-04-27 07:52
13867,2022-04-26 21:03
13868,2022-04-26 15:42
13869,2022-04-26 10:25
13870,2022-04-27 07:52
13871,2022-04-25 23:03
13872,2022-04-25 17:23
13873,2022-04-25 17:22
13874,2022-04-25 17:20
13875,2022-04-25 17:18
13876,2022-04-25 17:17
13877,2022-04-25 16:46
13878,2022-04-25 15:52
13879,2022-04-25 09:49
13880,2022-04-25 05:20
13881,2022-04-27 12:04
13882,2022-04-24 12:06
13883,2022-04-23 17:04
13884,2022-04-23 14:07
13885,2022-04-23 11:26
13886,2022-04-23 09:58
13887,2022-04-22 22:39
13888,2022-04-22 19:11
13889,2022-04-22 14:12
13890,2022-04-22 12:21
13891,2022-04-22 10:19
13892,2022-04-27 07:52
13893,2022-04-28 22:21
13894,2022-04-28 20:46
13895,2022-04-28 16:56
13896,2022-04-28 16:14
13897,2022-04-28 07:59
13898,2022-04-27 11:37
13899,2022-04-27 09:04
13900,2022-04-27 06:42
13901,2022-04-27 06:37
13902,2022-04-27 06:33
13903,2022-04-27 07:52
13904,2022-04-26 14:36
13905,2022-04-26 08:53
13906,2022-04-25 17:53
13907,2022-04-25 17:48
13908,2022-04-25 14:53
13909,2022-04-24 18:49
13910,2022-04-22 16:03
13911,2022-04-22 15:44
13912,2022-04-22 15:24
13913,2022-04-22 14:06
13914,2022-04-27 07:52
13915,2022-04-22 10:56
13916,2022-04-22 10:55
13917,2022-04-22 10:51
13918,2022-04-22 10:16
13919,2022-04-22 09:56
13920,2022-04-22 09:19
13921,2022-04-22 08:51
13922,2022-04-22 08:30
13923,2022-04-28 15:48
13924,2022-04-28 13:40
13925,2022-04-27 07:52
13926,2022-04-28 10:02
13927,2022-04-28 10:00
13928,2022-04-28 09:55
13929,2022-04-28 09:21
13930,2022-04-28 09:16
13931,2022-04-28 09:14
13932,2022-04-28 08:41
13933,2022-04-13 21:55
13934,2022-04-13 21:23
13935,2022-04-13 11:02
13936,2022-04-27 12:04
13937,2022-04-13 09:52
13938,2022-04-13 09:14
13939,2022-04-12 14:13
13940,2022-04-12 14:10
13941,2022-04-12 05:17
13942,2022-04-11 13:51
13943,2022-04-11 10:51
13944,2022-04-11 09:00
13945,2022-04-11 08:57
13946,2022-04-11 08:56
13947,2022-04-27 12:04
13948,2022-04-11 08:55
13949,2022-04-11 08:47
13950,2022-04-09 22:56
13951,2022-04-09 20:02
13952,2022-04-09 07:43
13953,2022-04-08 22:47
13954,2022-04-08 16:49
13955,2022-04-08 11:21
13956,2022-04-08 09:33
13957,2022-04-07 17:25
13958,2022-04-27 12:04
13959,2022-04-07 13:56
13960,2022-04-07 13:48
13961,2022-04-07 12:10
13962,2022-04-07 09:27
13963,2022-04-06 12:59
13964,2022-04-06 06:49
13965,2022-04-05 15:29
13966,2022-04-05 12:54
13967,2022-04-05 12:53
13968,2022-04-05 12:50
13969,2022-04-27 12:04
13970,2022-04-05 12:49
13971,2022-04-05 11:53
13972,2022-04-05 11:46
13973,2022-04-05 11:45
13974,2022-04-05 11:43
13975,2022-04-05 10:50
13976,2022-04-05 10:32
13977,2022-04-05 10:04
13978,2022-04-05 08:13
13979,2022-04-05 04:35
13980,2022-04-27 12:04
13981,2022-04-05 01:51
13982,2022-04-04 09:23
13983,2022-04-04 09:21
13984,2022-04-04 02:27
13985,2022-04-02 12:09
13986,2022-04-01 17:01
13987,2022-04-01 16:58
13988,2022-04-01 16:45
13989,2022-04-01 15:55
13990,2022-04-01 10:24
13991,2022-04-27 12:04
13992,2022-04-01 10:23
13993,2022-03-31 18:54
13994,2022-03-31 17:08
13995,2022-03-31 15:06
13996,2022-03-31 15:00
13997,2022-03-31 11:19
13998,2022-03-31 11:15
13999,2022-03-31 01:17
14000,2022-03-30 16:40
14001,2022-03-30 14:50
14002,2022-04-27 12:04
14003,2022-03-29 15:56
14004,2022-03-29 15:14
14005,2022-03-29 13:07
14006,2022-03-29 13:06
14007,2022-03-29 12:53
14008,2022-03-29 12:52
14009,2022-03-29 12:47
14010,2022-03-29 12:45
14011,2022-03-29 12:40
14012,2022-03-26 14:32
14013,2022-04-27 12:04
14014,2022-03-26 12:16
14015,2022-03-26 11:09
14016,2022-03-25 22:19
14017,2022-03-25 17:20
14018,2022-03-25 17:00
14019,2022-03-25 15:25
14020,2022-03-25 12:11
14021,2022-03-25 12:10
14022,2022-03-25 09:13
14023,2022-03-24 23:05
14024,2022-04-27 12:04
14025,2022-03-24 19:57
14026,2022-03-24 18:45
14027,2022-03-24 18:29
14028,2022-03-24 13:01
14029,2022-03-24 11:03
14030,2022-03-24 09:22
14031,2022-03-23 21:15
14032,2022-03-23 16:46
14033,2022-03-23 16:38
14034,2022-03-23 16:29
14035,2022-04-27 12:04
14036,2022-03-23 09:15
14037,2022-03-21 06:18
14038,2022-03-20 18:44
14039,2022-03-18 12:43
14040,2022-03-18 12:06
14041,2022-03-18 11:33
14042,2022-03-18 10:52
14043,2022-03-17 13:18
14044,2022-03-17 12:19
14045,2022-03-16 14:51
14046,2022-04-27 12:04
14047,2022-03-16 14:12
14048,2022-03-16 12:47
14049,2022-03-15 10:24
14050,2022-03-13 19:41
14051,2022-03-10 22:29
14052,2022-03-10 14:13
14053,2022-03-10 12:43
14054,2022-03-10 05:03
14055,2022-03-08 13:29
14056,2022-03-08 09:58
14057,2022-04-27 12:04
14058,2022-03-08 09:50
14059,2022-03-08 08:37
14060,2022-03-07 23:30
14061,2022-03-07 14:42
14062,2022-03-07 12:31
14063,2022-03-07 09:42
14064,2022-03-07 08:31
14065,2022-03-06 17:48
14066,2022-03-06 17:44
14067,2022-03-05 21:18
14068,2022-04-27 12:04
14069,2022-03-05 12:29
14070,2022-03-04 18:20
14071,2022-03-04 15:48
14072,2022-03-04 13:39
14073,2022-03-04 13:11
14074,2022-03-04 13:10
14075,2022-03-04 11:16
14076,2022-03-03 08:05
14077,2022-03-02 14:01
